ts,node_id,rssi,time_s,channel_quality
1777281418.454063,m3-11,-91.0,-80.977,0
1777281419.454069,m3-11,-91.0,-79.977,0
1777281420.454075,m3-11,-91.0,-78.977,0
1777281421.454295,m3-11,-91.0,-77.976,0
1777281422.454301,m3-11,-91.0,-76.976,0
1777281423.454307,m3-11,-91.0,-75.976,0
1777281424.454313,m3-11,-91.0,-74.976,0
1777281425.454319,m3-11,-91.0,-73.976,0
1777281426.454325,m3-11,-91.0,-72.976,0
1777281427.454332,m3-11,-91.0,-71.976,0
1777281428.454338,m3-11,-91.0,-70.976,0
1777281429.454344,m3-11,-91.0,-69.976,0
1777281430.45435,m3-11,-91.0,-68.976,0
1777281431.454356,m3-11,-91.0,-67.976,0
1777281432.454362,m3-11,-91.0,-66.976,0
1777281433.454369,m3-11,-91.0,-65.976,0
1777281434.454375,m3-11,-91.0,-64.976,0
1777281435.454381,m3-11,-91.0,-63.976,0
1777281436.454387,m3-11,-91.0,-62.976,0
1777281437.454393,m3-11,-91.0,-61.976,0
1777281438.454399,m3-11,-91.0,-60.976,0
1777281439.454406,m3-11,-91.0,-59.976,0
1777281440.454412,m3-11,-91.0,-58.976,0
1777281441.454418,m3-11,-91.0,-57.976,0
1777281442.454424,m3-11,-91.0,-56.976,0
1777281443.45443,m3-11,-91.0,-55.976,0
1777281444.454436,m3-11,-91.0,-54.976,0
1777281445.454443,m3-11,-91.0,-53.976,0
1777281446.454449,m3-11,-91.0,-52.976,0
1777281447.454455,m3-11,-91.0,-51.976,0
1777281448.454461,m3-11,-91.0,-50.976,0
1777281449.454467,m3-11,-91.0,-49.976,0
1777281450.454473,m3-11,-91.0,-48.976,0
1777281451.45448,m3-11,-91.0,-47.976,0
1777281452.454486,m3-11,-91.0,-46.976,0
1777281453.454492,m3-11,-91.0,-45.976,0
1777281454.454498,m3-11,-91.0,-44.976,0
1777281455.454504,m3-11,-91.0,-43.976,0
1777281456.45451,m3-11,-91.0,-42.976,0
1777281457.454517,m3-11,-91.0,-41.976,0
1777281458.454523,m3-11,-91.0,-40.976,0
1777281459.454529,m3-11,-91.0,-39.976,0
1777281460.454535,m3-11,-91.0,-38.976,0
1777281461.454541,m3-11,-91.0,-37.976,0
1777281462.454547,m3-11,-91.0,-36.976,0
1777281463.454554,m3-11,-91.0,-35.976,0
1777281464.45456,m3-11,-91.0,-34.976,0
1777281465.454566,m3-11,-91.0,-33.976,0
1777281466.454572,m3-11,-91.0,-32.976,0
1777281467.454578,m3-11,-91.0,-31.976,0
1777281468.454584,m3-11,-91.0,-30.976,0
1777281469.454591,m3-11,-91.0,-29.976,0
1777281470.454597,m3-11,-91.0,-28.976,0
1777281471.454603,m3-11,-91.0,-27.976,0
1777281472.454609,m3-11,-91.0,-26.976,0
1777281473.454615,m3-11,-91.0,-25.976,0
1777281474.454621,m3-11,-91.0,-24.976,0
1777281475.454628,m3-11,-91.0,-23.976,0
1777281476.454634,m3-11,-91.0,-22.976,0
1777281477.45464,m3-11,-91.0,-21.976,0
1777281478.454646,m3-11,-91.0,-20.976,0
1777281479.454652,m3-11,-91.0,-19.976,0
1777281480.454658,m3-11,-91.0,-18.976,0
1777281481.454665,m3-11,-91.0,-17.976,0
1777281482.454671,m3-11,-91.0,-16.976,0
1777281483.454677,m3-11,-91.0,-15.976,0
1777281484.454683,m3-11,-91.0,-14.976,0
1777281485.454689,m3-11,-91.0,-13.976,0
1777281486.454695,m3-11,-91.0,-12.976,0
1777281487.454701,m3-11,-91.0,-11.976,0
1777281488.454708,m3-11,-91.0,-10.976,0
1777281489.454714,m3-11,-91.0,-9.976,0
1777281490.45472,m3-11,-91.0,-8.976,0
1777281491.454726,m3-11,-91.0,-7.976,0
1777281492.454732,m3-11,-91.0,-6.976,0
1777281493.454738,m3-11,-91.0,-5.976,0
1777281494.454745,m3-11,-91.0,-4.976,0
1777281495.454751,m3-11,-91.0,-3.976,0
1777281496.454757,m3-11,-91.0,-2.976,0
1777281497.454763,m3-11,-91.0,-1.976,0
1777281498.454769,m3-11,-91.0,-0.976,0
1777281499.454775,m3-11,-91.0,0.024,0
1777281500.454782,m3-11,-91.0,1.024,0
1777281501.454788,m3-11,-91.0,2.024,0
1777281502.454794,m3-11,-91.0,3.024,0
1777281503.4548,m3-11,-91.0,4.024,0
1777281504.454806,m3-11,-91.0,5.024,0
1777281505.454812,m3-11,-91.0,6.024,0
1777281506.454819,m3-11,-91.0,7.024,0
1777281507.454825,m3-11,-91.0,8.024,0
1777281508.454831,m3-11,-91.0,9.024,0
1777281509.454837,m3-11,-91.0,10.024,0
1777281510.454843,m3-11,-91.0,11.024,0
1777281511.454849,m3-11,-91.0,12.024,0
1777281512.454856,m3-11,-91.0,13.024,0
1777281513.454862,m3-11,-91.0,14.024,0
1777281514.454868,m3-11,-91.0,15.024,0
1777281515.454874,m3-11,-91.0,16.024,0
1777281516.45488,m3-11,-91.0,17.024,0
1777281517.454886,m3-11,-91.0,18.024,0
1777281518.454893,m3-11,-91.0,19.024,0
1777281519.454899,m3-11,-91.0,20.024,0
1777281520.454905,m3-11,-91.0,21.024,0
1777281521.454911,m3-11,-91.0,22.024,0
1777281522.454917,m3-11,-91.0,23.024,0
1777281523.454923,m3-11,-91.0,24.024,0
1777281524.45493,m3-11,-91.0,25.024,0
1777281525.454936,m3-11,-91.0,26.024,0
1777281526.454942,m3-11,-91.0,27.024,0
1777281527.454948,m3-11,-91.0,28.024,0
1777281528.454954,m3-11,-91.0,29.024,0
1777281529.45496,m3-11,-91.0,30.024,0
1777281530.454967,m3-11,-91.0,31.024,0
1777281531.454973,m3-11,-91.0,32.024,0
1777281532.454979,m3-11,-91.0,33.024,0
1777281533.454985,m3-11,-91.0,34.024,0
1777281534.454991,m3-11,-91.0,35.024,0
1777281535.454997,m3-11,-91.0,36.024,0
1777281536.455004,m3-11,-91.0,37.024,0
1777281537.45501,m3-11,-91.0,38.024,0
1777281538.455016,m3-11,-91.0,39.024,0
1777281539.455022,m3-11,-91.0,40.024,0
1777281540.455028,m3-11,-91.0,41.024,0
1777281541.455034,m3-11,-91.0,42.024,0
1777281542.45504,m3-11,-91.0,43.024,0
1777281543.455047,m3-11,-91.0,44.024,0
1777281544.455053,m3-11,-91.0,45.024,0
1777281545.455059,m3-11,-91.0,46.024,0
1777281546.455065,m3-11,-91.0,47.024,0
1777281547.455071,m3-11,-91.0,48.024,0
1777281548.455077,m3-11,-91.0,49.024,0
1777281549.455084,m3-11,-91.0,50.024,0
1777281550.45509,m3-11,-91.0,51.024,0
1777281551.455096,m3-11,-91.0,52.024,0
1777281552.455102,m3-11,-91.0,53.024,0
1777281553.455108,m3-11,-91.0,54.024,0
1777281554.455114,m3-11,-91.0,55.024,0
1777281555.455121,m3-11,-91.0,56.024,0
1777281556.455127,m3-11,-91.0,57.024,0
1777281557.455133,m3-11,-91.0,58.024,0
1777281558.455139,m3-11,-91.0,59.024,0
1777281559.455145,m3-11,-91.0,60.024,0
1777281560.455151,m3-11,-91.0,61.024,0
1777281561.455158,m3-11,-91.0,62.024,0
1777281562.455164,m3-11,-91.0,63.024,0
1777281563.45517,m3-11,-91.0,64.024,0
1777281564.455176,m3-11,-91.0,65.024,0
1777281565.455182,m3-11,-91.0,66.024,0
1777281566.455188,m3-11,-91.0,67.024,0
1777281567.455195,m3-11,-91.0,68.024,0
1777281568.455201,m3-11,-91.0,69.025,0
1777281569.455207,m3-11,-91.0,70.025,0
1777281570.455213,m3-11,-91.0,71.025,0
1777281571.455219,m3-11,-91.0,72.025,0
1777281572.455225,m3-11,-91.0,73.025,0
1777281573.455232,m3-11,-91.0,74.025,0
1777281574.455238,m3-11,-91.0,75.025,0
1777281575.455244,m3-11,-91.0,76.025,0
1777281576.45525,m3-11,-91.0,77.025,0
1777281577.455256,m3-11,-91.0,78.025,0
1777281578.455262,m3-11,-91.0,79.025,0
1777281579.455269,m3-11,-91.0,80.025,0
1777281580.455275,m3-11,-91.0,81.025,0
1777281581.455281,m3-11,-91.0,82.025,0
1777281582.455287,m3-11,-91.0,83.025,0
1777281583.455293,m3-11,-91.0,84.025,0
1777281584.455299,m3-11,-91.0,85.025,0
1777281585.455306,m3-11,-91.0,86.025,0
1777281586.455312,m3-11,-91.0,87.025,0
1777281587.455318,m3-11,-91.0,88.025,0
1777281588.455324,m3-11,-91.0,89.025,0
1777281589.45533,m3-11,-91.0,90.025,0
1777281590.455336,m3-11,-91.0,91.025,0
1777281591.455343,m3-11,-91.0,92.025,0
1777281592.455349,m3-11,-91.0,93.025,0
1777281593.455355,m3-11,-91.0,94.025,0
1777281594.455361,m3-11,-91.0,95.025,0
1777281595.455367,m3-11,-91.0,96.025,0
1777281596.455373,m3-11,-91.0,97.025,0
1777281597.45538,m3-11,-91.0,98.025,0
1777281598.455386,m3-11,-91.0,99.025,0
1777281599.455392,m3-11,-91.0,100.025,0
1777281600.455398,m3-11,-91.0,101.025,0
1777281601.455404,m3-11,-91.0,102.025,0
1777281602.45541,m3-11,-91.0,103.025,0
1777281603.455416,m3-11,-91.0,104.025,0
1777281604.455423,m3-11,-91.0,105.025,0
1777281605.455429,m3-11,-91.0,106.025,0
1777281606.455435,m3-11,-91.0,107.025,0
1777281607.455441,m3-11,-91.0,108.025,0
1777281608.455447,m3-11,-91.0,109.025,0
1777281609.455453,m3-11,-91.0,110.025,0
1777281610.45546,m3-11,-91.0,111.025,0
1777281611.455466,m3-11,-91.0,112.025,0
1777281612.455472,m3-11,-91.0,113.025,0
1777281613.455478,m3-11,-91.0,114.025,0
1777281614.455484,m3-11,-91.0,115.025,0
1777281615.45549,m3-11,-91.0,116.025,0
1777281616.455497,m3-11,-91.0,117.025,0
1777281617.455503,m3-11,-91.0,118.025,0
1777281618.455509,m3-11,-91.0,119.025,0
1777281619.455515,m3-11,-91.0,120.025,0
1777281620.455521,m3-11,-91.0,121.025,0
1777281621.455527,m3-11,-91.0,122.025,0
1777281622.455534,m3-11,-91.0,123.025,0
1777281623.45554,m3-11,-91.0,124.025,0
1777281624.455546,m3-11,-91.0,125.025,0
1777281625.455552,m3-11,-91.0,126.025,0
1777281626.455558,m3-11,-91.0,127.025,0
1777281627.455564,m3-11,-91.0,128.025,0
1777281628.455571,m3-11,-91.0,129.025,0
1777281629.455577,m3-11,-91.0,130.025,0
1777281630.455583,m3-11,-91.0,131.025,0
1777281631.456016,m3-11,-91.0,132.025,0
1777281632.456022,m3-11,-91.0,133.025,0
1777281633.456029,m3-11,-91.0,134.025,0
1777281634.456035,m3-11,-91.0,135.025,0
1777281635.456041,m3-11,-91.0,136.025,0
1777281636.456047,m3-11,-91.0,137.025,0
1777281637.456053,m3-11,-91.0,138.025,0
1777281638.456059,m3-11,-91.0,139.025,0
1777281639.456066,m3-11,-91.0,140.025,0
1777281640.456041,m3-11,-91.0,141.025,0
1777281641.456047,m3-11,-91.0,142.025,0
1777281642.456054,m3-11,-91.0,143.025,0
1777281643.45606,m3-11,-91.0,144.025,0
1777281644.456066,m3-11,-91.0,145.025,0
1777281645.456072,m3-11,-91.0,146.025,0
1777281646.456078,m3-11,-91.0,147.025,0
1777281647.456115,m3-11,-91.0,148.025,0
1777281648.456121,m3-11,-91.0,149.025,0
1777281649.456127,m3-11,-91.0,150.025,0
1777281650.456133,m3-11,-91.0,151.025,0
1777281651.45614,m3-11,-91.0,152.025,0
1777281652.456146,m3-11,-91.0,153.025,0
1777281653.456152,m3-11,-91.0,154.025,0
1777281654.456158,m3-11,-91.0,155.025,0
1777281655.456164,m3-11,-91.0,156.025,0
1777281656.45617,m3-11,-91.0,157.025,0
1777281657.456177,m3-11,-91.0,158.025,0
1777281658.456183,m3-11,-91.0,159.025,0
1777281659.456189,m3-11,-91.0,160.025,0
1777281660.456195,m3-11,-91.0,161.025,0
1777281661.456201,m3-11,-91.0,162.026,0
1777281662.456207,m3-11,-91.0,163.026,0
1777281663.456214,m3-11,-91.0,164.026,0
1777281664.45622,m3-11,-91.0,165.026,0
1777281665.456226,m3-11,-91.0,166.026,0
1777281666.456232,m3-11,-91.0,167.026,0
1777281667.456238,m3-11,-91.0,168.026,0
1777281668.456244,m3-11,-91.0,169.026,0
1777281669.456251,m3-11,-91.0,170.026,0
1777281670.456257,m3-11,-91.0,171.026,0
1777281671.456263,m3-11,-91.0,172.026,0
1777281672.456269,m3-11,-91.0,173.026,0
1777281673.456275,m3-11,-91.0,174.026,0
1777281674.456281,m3-11,-91.0,175.026,0
1777281675.456287,m3-11,-91.0,176.026,0
1777281676.456294,m3-11,-91.0,177.026,0
1777281677.4563,m3-11,-91.0,178.026,0
1777281678.456306,m3-11,-91.0,179.026,0
1777281679.456312,m3-11,-91.0,180.026,0
1777281680.456318,m3-11,-91.0,181.026,0
1777281681.456324,m3-11,-91.0,182.026,0
1777281682.456331,m3-11,-91.0,183.026,0
1777281683.456337,m3-11,-91.0,184.026,0
1777281684.456343,m3-11,-91.0,185.026,0
1777281685.456349,m3-11,-91.0,186.026,0
1777281686.456355,m3-11,-91.0,187.026,0
1777281687.456361,m3-11,-91.0,188.026,0
1777281688.456368,m3-11,-91.0,189.026,0
1777281689.456374,m3-11,-91.0,190.026,0
1777281690.45638,m3-11,-91.0,191.026,0
1777281691.456386,m3-11,-91.0,192.026,0
1777281692.456392,m3-11,-91.0,193.026,0
1777281693.456398,m3-11,-91.0,194.026,0
1777281694.456405,m3-11,-91.0,195.026,0
1777281695.456411,m3-11,-91.0,196.026,0
1777281696.456417,m3-11,-91.0,197.026,0
1777281697.456423,m3-11,-91.0,198.026,0
1777281698.456429,m3-11,-91.0,199.026,0
1777281699.456435,m3-11,-91.0,200.026,0
1777281700.456442,m3-11,-91.0,201.026,0
1777281701.456448,m3-11,-91.0,202.026,0
1777281702.456454,m3-11,-91.0,203.026,0
1777281703.45646,m3-11,-91.0,204.026,0
1777281704.456466,m3-11,-91.0,205.026,0
1777281705.456472,m3-11,-91.0,206.026,0
1777281706.456479,m3-11,-91.0,207.026,0
1777281707.456485,m3-11,-91.0,208.026,0
1777281708.456491,m3-11,-91.0,209.026,0
1777281709.456497,m3-11,-91.0,210.026,0
1777281710.456503,m3-11,-91.0,211.026,0
1777281711.456509,m3-11,-91.0,212.026,0
1777281712.456516,m3-11,-91.0,213.026,0
1777281713.456522,m3-11,-91.0,214.026,0
1777281714.456528,m3-11,-91.0,215.026,0
1777281715.456534,m3-11,-91.0,216.026,0
1777281716.45654,m3-11,-91.0,217.026,0
1777281717.456546,m3-11,-91.0,218.026,0
1777281718.456553,m3-11,-91.0,219.026,0
1777281719.456528,m3-11,-91.0,220.026,0
1777281720.456565,m3-11,-91.0,221.026,0
1777281721.456571,m3-11,-91.0,222.026,0
1777281722.456577,m3-11,-91.0,223.026,0
1777281723.456583,m3-11,-91.0,224.026,0
1777281724.45659,m3-11,-91.0,225.026,0
1777281725.456596,m3-11,-91.0,226.026,0
1777281726.456602,m3-11,-91.0,227.026,0
1777281727.456608,m3-11,-91.0,228.026,0
1777281728.456614,m3-11,-91.0,229.026,0
1777281729.45662,m3-11,-91.0,230.026,0
1777281730.456626,m3-11,-91.0,231.026,0
1777281731.456633,m3-11,-91.0,232.026,0
1777281732.456639,m3-11,-91.0,233.026,0
1777281733.456614,m3-11,-91.0,234.026,0
1777281734.456621,m3-11,-91.0,235.026,0
1777281735.456627,m3-11,-91.0,236.026,0
1777281736.456633,m3-11,-91.0,237.026,0
1777281737.456639,m3-11,-91.0,238.026,0
1777281738.456645,m3-11,-91.0,239.026,0
1777281739.456651,m3-11,-91.0,240.026,0
1777281740.456658,m3-11,-91.0,241.026,0
1777281741.456664,m3-11,-91.0,242.026,0
1777281742.45667,m3-11,-91.0,243.026,0
1777281743.456676,m3-11,-91.0,244.026,0
1777281744.456682,m3-11,-91.0,245.026,0
1777281745.456688,m3-11,-91.0,246.026,0
1777281746.456695,m3-11,-91.0,247.026,0
1777281747.456701,m3-11,-91.0,248.026,0
1777281748.456707,m3-11,-91.0,249.026,0
1777281749.456713,m3-11,-91.0,250.026,0
1777281750.456719,m3-11,-91.0,251.026,0
1777281751.456725,m3-11,-91.0,252.026,0
1777281752.456732,m3-11,-91.0,253.026,0
1777281753.456738,m3-11,-91.0,254.026,0
1777281754.456744,m3-11,-91.0,255.026,0
1777281755.45675,m3-11,-91.0,256.026,0
1777281756.456756,m3-11,-91.0,257.026,0
1777281757.456762,m3-11,-91.0,258.026,0
1777281758.456769,m3-11,-91.0,259.026,0
1777281759.456744,m3-11,-91.0,260.026,0
1777281760.45675,m3-11,-91.0,261.026,0
1777281761.456757,m3-11,-91.0,262.026,0
1777281762.456763,m3-11,-91.0,263.026,0
1777281763.456769,m3-11,-91.0,264.026,0
1777281764.456775,m3-11,-91.0,265.026,0
1777281765.456781,m3-11,-91.0,266.026,0
1777281766.456787,m3-11,-91.0,267.026,0
1777281767.456794,m3-11,-91.0,268.026,0
1777281768.4568,m3-11,-91.0,269.026,0
1777281769.456806,m3-11,-91.0,270.026,0
1777281770.456812,m3-11,-91.0,271.026,0
1777281771.456818,m3-11,-91.0,272.026,0
1777281772.456824,m3-11,-91.0,273.026,0
1777281773.456831,m3-11,-91.0,274.026,0
1777281774.456837,m3-11,-91.0,275.026,0
1777281775.456843,m3-11,-91.0,276.026,0
1777281776.456849,m3-11,-91.0,277.026,0
1777281777.456855,m3-11,-91.0,278.026,0
1777281778.456861,m3-11,-91.0,279.026,0
1777281779.456867,m3-11,-91.0,280.026,0
1777281780.456874,m3-11,-91.0,281.026,0
1777281781.45688,m3-11,-91.0,282.026,0
1777281782.456886,m3-11,-91.0,283.026,0
1777281783.456892,m3-11,-91.0,284.026,0
1777281784.456898,m3-11,-91.0,285.026,0
1777281785.456874,m3-11,-91.0,286.026,0
1777281786.45688,m3-11,-91.0,287.026,0
1777281787.456886,m3-11,-91.0,288.026,0
1777281788.456892,m3-11,-91.0,289.026,0
1777281789.456899,m3-11,-91.0,290.026,0
1777281790.456905,m3-11,-91.0,291.026,0
1777281791.456911,m3-11,-91.0,292.026,0
1777281792.456917,m3-11,-91.0,293.026,0
1777281793.456923,m3-11,-91.0,294.026,0
1777281794.456929,m3-11,-91.0,295.026,0
1777281795.456936,m3-11,-91.0,296.026,0
1777281796.456942,m3-11,-91.0,297.026,0
1777281797.457131,m3-11,-91.0,298.026,0
1777281798.457137,m3-11,-91.0,299.026,0
1777281799.457143,m3-11,-91.0,300.026,0
1777281800.45715,m3-11,-91.0,301.026,0
1777281801.457156,m3-11,-91.0,302.026,0
1777281802.457162,m3-11,-91.0,303.026,0
1777281803.457168,m3-11,-91.0,304.026,0
1777281804.457174,m3-11,-91.0,305.026,0
1777281805.45718,m3-11,-91.0,306.026,0
1777281806.457186,m3-11,-91.0,307.026,0
1777281807.457193,m3-11,-91.0,308.026,0
1777281808.457199,m3-11,-91.0,309.027,0
1777281809.457205,m3-11,-91.0,310.027,0
1777281810.457211,m3-11,-91.0,311.027,0
1777281811.457217,m3-11,-91.0,312.027,0
1777281812.457223,m3-11,-91.0,313.027,0
1777281813.45723,m3-11,-91.0,314.027,0
1777281814.457236,m3-11,-91.0,315.027,0
1777281815.457242,m3-11,-91.0,316.027,0
1777281816.457248,m3-11,-91.0,317.027,0
1777281817.457254,m3-11,-91.0,318.027,0
1777281818.45726,m3-11,-91.0,319.027,0
1777281819.457267,m3-11,-91.0,320.027,0
1777281820.457273,m3-11,-91.0,321.027,0
1777281821.457279,m3-11,-91.0,322.027,0
1777281822.457285,m3-11,-91.0,323.027,0
1777281823.457291,m3-11,-91.0,324.027,0
1777281824.457297,m3-11,-91.0,325.027,0
1777281825.457304,m3-11,-91.0,326.027,0
1777281826.45731,m3-11,-91.0,327.027,0
1777281827.457316,m3-11,-91.0,328.027,0
1777281828.457322,m3-11,-91.0,329.027,0
1777281829.457328,m3-11,-91.0,330.027,0
1777281830.457334,m3-11,-91.0,331.027,0
1777281831.457341,m3-11,-91.0,332.027,0
1777281832.457347,m3-11,-91.0,333.027,0
1777281833.457353,m3-11,-91.0,334.027,0
1777281834.457359,m3-11,-91.0,335.027,0
1777281835.457365,m3-11,-91.0,336.027,0
1777281836.457371,m3-11,-91.0,337.027,0
1777281837.457378,m3-11,-91.0,338.027,0
1777281838.457384,m3-11,-91.0,339.027,0
1777281839.45739,m3-11,-91.0,340.027,0
1777281840.457396,m3-11,-91.0,341.027,0
1777281841.457402,m3-11,-91.0,342.027,0
1777281842.457408,m3-11,-91.0,343.027,0
1777281843.457415,m3-11,-91.0,344.027,0
1777281844.457421,m3-11,-91.0,345.027,0
1777281845.457427,m3-11,-91.0,346.027,0
1777281846.457433,m3-11,-91.0,347.027,0
1777281847.457439,m3-11,-91.0,348.027,0
1777281848.457445,m3-11,-91.0,349.027,0
1777281849.457452,m3-11,-91.0,350.027,0
1777281850.457458,m3-11,-91.0,351.027,0
1777281851.457464,m3-11,-91.0,352.027,0
1777281852.45747,m3-11,-91.0,353.027,0
1777281853.457476,m3-11,-91.0,354.027,0
1777281854.457482,m3-11,-91.0,355.027,0
1777281855.457489,m3-11,-91.0,356.027,0
1777281856.457495,m3-11,-91.0,357.027,0
1777281857.457501,m3-11,-91.0,358.027,0
1777281858.457507,m3-11,-91.0,359.027,0
1777281859.457513,m3-11,-91.0,360.027,0
1777281860.457519,m3-11,-91.0,361.027,0
1777281861.457525,m3-11,-91.0,362.027,0
1777281862.457532,m3-11,-91.0,363.027,0
1777281863.457538,m3-11,-91.0,364.027,0
1777281864.457544,m3-11,-91.0,365.027,0
1777281865.45755,m3-11,-91.0,366.027,0
1777281866.457556,m3-11,-91.0,367.027,0
1777281867.457562,m3-11,-91.0,368.027,0
1777281868.457569,m3-11,-91.0,369.027,0
1777281869.457575,m3-11,-91.0,370.027,0
1777281870.457581,m3-11,-91.0,371.027,0
1777281871.457587,m3-11,-91.0,372.027,0
1777281872.457593,m3-11,-91.0,373.027,0
1777281873.457599,m3-11,-91.0,374.027,0
1777281874.457606,m3-11,-91.0,375.027,0
1777281875.457612,m3-11,-91.0,376.027,0
1777281876.457618,m3-11,-91.0,377.027,0
1777281877.457624,m3-11,-91.0,378.027,0
1777281878.45763,m3-11,-91.0,379.027,0
1777281879.457636,m3-11,-91.0,380.027,0
1777281880.457643,m3-11,-91.0,381.027,0
1777281881.457649,m3-11,-91.0,382.027,0
1777281882.457655,m3-11,-91.0,383.027,0
1777281883.457661,m3-11,-91.0,384.027,0
1777281884.457667,m3-11,-91.0,385.027,0
1777281885.457673,m3-11,-91.0,386.027,0
1777281886.45768,m3-11,-91.0,387.027,0
1777281887.457686,m3-11,-91.0,388.027,0
1777281888.457692,m3-11,-91.0,389.027,0
1777281889.457698,m3-11,-91.0,390.027,0
1777281890.457704,m3-11,-91.0,391.027,0
1777281891.45771,m3-11,-91.0,392.027,0
1777281892.457717,m3-11,-91.0,393.027,0
1777281893.457723,m3-11,-91.0,394.027,0
1777281894.457729,m3-11,-91.0,395.027,0
1777281895.457735,m3-11,-91.0,396.027,0
1777281896.457741,m3-11,-91.0,397.027,0
1777281897.457747,m3-11,-91.0,398.027,0
1777281898.457754,m3-11,-91.0,399.027,0
1777281899.45776,m3-11,-91.0,400.027,0
1777281900.457766,m3-11,-91.0,401.027,0
1777281901.457772,m3-11,-91.0,402.027,0
1777281902.457778,m3-11,-91.0,403.027,0
1777281903.457784,m3-11,-91.0,404.027,0
1777281904.457791,m3-11,-91.0,405.027,0
1777281905.457797,m3-11,-91.0,406.027,0
1777281906.457803,m3-11,-91.0,407.027,0
1777281907.457809,m3-11,-91.0,408.027,0
1777281908.457815,m3-11,-91.0,409.027,0
1777281909.457821,m3-11,-91.0,410.027,0
1777281910.457828,m3-11,-91.0,411.027,0
1777281911.457834,m3-11,-91.0,412.027,0
1777281912.45784,m3-11,-91.0,413.027,0
1777281913.457846,m3-11,-91.0,414.027,0
1777281914.457852,m3-11,-91.0,415.027,0
1777281915.457858,m3-11,-91.0,416.027,0
1777281916.457865,m3-11,-91.0,417.027,0
1777281917.457871,m3-11,-91.0,418.027,0
1777281918.457877,m3-11,-91.0,419.027,0
1777281919.457883,m3-11,-91.0,420.027,0
1777281920.457889,m3-11,-91.0,421.027,0
1777281921.458353,m3-11,-91.0,422.028,0
1777281922.45839,m3-11,-91.0,423.028,0
1777281923.458396,m3-11,-91.0,424.028,0
1777281924.458402,m3-11,-91.0,425.028,0
1777281925.458408,m3-11,-91.0,426.028,0
1777281926.458414,m3-11,-91.0,427.028,0
1777281927.458421,m3-11,-91.0,428.028,0
1777281928.458427,m3-11,-91.0,429.028,0
1777281929.458433,m3-11,-91.0,430.028,0
1777281930.458439,m3-11,-91.0,431.028,0
1777281931.458445,m3-11,-91.0,432.028,0
1777281932.458451,m3-11,-91.0,433.028,0
1777281933.458458,m3-11,-91.0,434.028,0
1777281934.458464,m3-11,-91.0,435.028,0
1777281935.45847,m3-11,-91.0,436.028,0
1777281936.458476,m3-11,-91.0,437.028,0
1777281937.458482,m3-11,-91.0,438.028,0
1777281938.458488,m3-11,-91.0,439.028,0
1777281939.458495,m3-11,-91.0,440.028,0
1777281940.458501,m3-11,-91.0,441.028,0
1777281941.458507,m3-11,-91.0,442.028,0
1777281942.458513,m3-11,-91.0,443.028,0
1777281943.458519,m3-11,-91.0,444.028,0
1777281944.458525,m3-11,-91.0,445.028,0
1777281945.458531,m3-11,-91.0,446.028,0
1777281946.458538,m3-11,-91.0,447.028,0
1777281947.458544,m3-11,-91.0,448.028,0
1777281948.45855,m3-11,-91.0,449.028,0
1777281949.458556,m3-11,-91.0,450.028,0
1777281950.458562,m3-11,-91.0,451.028,0
1777281951.458568,m3-11,-91.0,452.028,0
1777281952.458575,m3-11,-91.0,453.028,0
1777281953.458581,m3-11,-91.0,454.028,0
1777281954.458587,m3-11,-91.0,455.028,0
1777281955.458593,m3-11,-91.0,456.028,0
1777281956.458599,m3-11,-91.0,457.028,0
1777281957.458605,m3-11,-91.0,458.028,0
1777281958.458612,m3-11,-91.0,459.028,0
1777281959.458618,m3-11,-91.0,460.028,0
1777281960.458624,m3-11,-91.0,461.028,0
1777281961.45863,m3-11,-91.0,462.028,0
1777281962.458636,m3-11,-91.0,463.028,0
1777281963.458642,m3-11,-91.0,464.028,0
1777281964.458649,m3-11,-91.0,465.028,0
1777281965.458655,m3-11,-91.0,466.028,0
1777281966.458661,m3-11,-91.0,467.028,0
1777281967.458667,m3-11,-91.0,468.028,0
1777281968.458673,m3-11,-91.0,469.028,0
1777281969.458679,m3-11,-91.0,470.028,0
1777281970.458686,m3-11,-91.0,471.028,0
1777281971.458692,m3-11,-91.0,472.028,0
1777281972.458698,m3-11,-91.0,473.028,0
1777281973.458704,m3-11,-91.0,474.028,0
1777281974.45871,m3-11,-91.0,475.028,0
1777281975.458716,m3-11,-91.0,476.028,0
1777281976.458723,m3-11,-91.0,477.028,0
1777281977.458729,m3-11,-91.0,478.028,0
1777281978.458735,m3-11,-91.0,479.028,0
1777281979.458741,m3-11,-91.0,480.028,0
1777281980.458747,m3-11,-91.0,481.028,0
1777281981.458753,m3-11,-91.0,482.028,0
1777281982.45876,m3-11,-91.0,483.028,0
1777281983.458766,m3-11,-91.0,484.028,0
1777281984.458772,m3-11,-91.0,485.028,0
1777281985.458778,m3-11,-91.0,486.028,0
1777281986.458784,m3-11,-91.0,487.028,0
1777281987.45879,m3-11,-91.0,488.028,0
1777281988.458797,m3-11,-91.0,489.028,0
1777281989.458803,m3-11,-91.0,490.028,0
1777281990.458809,m3-11,-91.0,491.028,0
1777281991.458815,m3-11,-91.0,492.028,0
1777281992.458821,m3-11,-91.0,493.028,0
1777281993.458827,m3-11,-91.0,494.028,0
1777281994.458834,m3-11,-91.0,495.028,0
1777281995.45884,m3-11,-91.0,496.028,0
1777281996.458846,m3-11,-91.0,497.028,0
