lifetime,mean_aoi,max_aoi,total_energy,tx_rate,pkt_success_rate,stale_ratio,final_battery,policy,method,wE,seed,exp_id
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,always_sleep,baseline,,0,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,always_sleep,baseline,,1,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,always_sleep,baseline,,2,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,always_sleep,baseline,,3,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,always_sleep,baseline,,4,437035
34.0,14.97058823529412,20.0,99.0,0.0,,0.7352941176470589,1.0,always_wait,baseline,,0,437035
34.0,14.97058823529412,20.0,99.0,0.0,,0.7352941176470589,1.0,always_wait,baseline,,1,437035
34.0,14.97058823529412,20.0,99.0,0.0,,0.7352941176470589,1.0,always_wait,baseline,,2,437035
34.0,14.97058823529412,20.0,99.0,0.0,,0.7352941176470589,1.0,always_wait,baseline,,3,437035
34.0,14.97058823529412,20.0,99.0,0.0,,0.7352941176470589,1.0,always_wait,baseline,,4,437035
10.0,2.105,4.25,100.0,1.0,0.44499999999999995,0.0,0.0,always_transmit,baseline,,0,437035
10.0,2.2375,4.55,100.0,1.0,0.44250000000000006,0.0025,0.0,always_transmit,baseline,,1,437035
10.0,2.0475,4.15,100.0,1.0,0.45,0.0,0.0,always_transmit,baseline,,2,437035
10.0,1.9774999999999998,3.85,100.0,1.0,0.44749999999999995,0.0,0.0,always_transmit,baseline,,3,437035
10.0,2.0424999999999995,4.075,100.0,1.0,0.45999999999999996,0.0,0.0,always_transmit,baseline,,4,437035
24.0,6.1708333333333325,13.475,100.0,0.16666666666666666,0.50625,0.16145833333333334,0.0,periodic_tx_5,baseline,,0,437035
24.0,6.5875,13.575,100.0,0.16666666666666666,0.48125,0.19166666666666665,0.0,periodic_tx_5,baseline,,1,437035
24.0,7.065625,14.55,100.0,0.16666666666666666,0.41875,0.22916666666666669,0.0,periodic_tx_5,baseline,,2,437035
24.0,6.4020833333333345,13.2,100.0,0.16666666666666666,0.48125,0.16875,0.0,periodic_tx_5,baseline,,3,437035
24.0,6.370833333333334,13.45,100.0,0.16666666666666666,0.475,0.171875,0.0,periodic_tx_5,baseline,,4,437035
26.575,3.8309365601503758,7.9,97.3,0.3052686925647452,0.4730654761904762,0.005482456140350877,2.7,aoi_thresh_5,baseline,,0,437035
26.325,3.959651237468672,8.25,97.1,0.3136660139933166,0.4596726190476191,0.01652046783625731,2.9,aoi_thresh_5,baseline,,1,437035
25.45,3.9529926639515454,7.95,96.8,0.3238925438596491,0.42559523809523814,0.005409356725146199,3.2,aoi_thresh_5,baseline,,2,437035
26.8,3.825320436507937,7.5,96.45,0.30186061507936507,0.4734126984126984,0.004166666666666667,3.55,aoi_thresh_5,baseline,,3,437035
26.725,3.802221778404344,7.7,96.85,0.30333020050125314,0.48244047619047625,0.005284043441938178,3.15,aoi_thresh_5,baseline,,4,437035
37.0,7.365830115830116,18.125,100.0,0.19107772368641934,0.46279761904761896,0.26542932684237036,0.0,energy_aware,baseline,,0,437035
36.325,7.159549689440993,17.45,100.0,0.19737283867718652,0.4511904761904762,0.2473151334564378,0.0,energy_aware,baseline,,1,437035
36.1,7.478227295618599,18.15,100.0,0.19978596609031393,0.4217261904761904,0.26797150411280846,0.0,energy_aware,baseline,,2,437035
37.45,7.348726288400201,17.975,100.0,0.18908427060600977,0.47842261904761896,0.26034287392983047,0.0,energy_aware,baseline,,3,437035
36.55,6.544298724190028,16.5,100.0,0.1949597112640591,0.4976190476190476,0.205519766661071,0.0,energy_aware,baseline,,4,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,channel_aware,baseline,,0,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,channel_aware,baseline,,1,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,channel_aware,baseline,,2,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,channel_aware,baseline,,3,437035
100.0,18.29,20.0,100.0,0.0,,0.9099999999999999,0.0,channel_aware,baseline,,4,437035
33.2,9.307622504537205,17.35,99.65,0.07894736842105263,0.5291666666666666,0.3734913793103448,0.35,adaptive_thresh,alternative,,0,437035
33.325,9.475722859264149,17.075,99.3,0.07907179783314085,0.5829166666666667,0.38201084117032397,0.7,adaptive_thresh,alternative,,1,437035
32.425,9.149895850519716,17.225,99.45,0.08912926909750865,0.51375,0.3687597962382445,0.55,adaptive_thresh,alternative,,2,437035
33.075,9.193666474179178,17.0,99.3,0.07904567453115548,0.5816666666666667,0.3696708463949843,0.7,adaptive_thresh,alternative,,3,437035
33.85,9.585877949183303,17.375,99.45,0.07395781774184677,0.5695833333333333,0.39235566875653083,0.55,adaptive_thresh,alternative,,4,437035
