node_id,step,time_s,temperature,luminosity,pressure,sensor_volatility,power_mw,rssi,channel_quality
m3-10,170,850.26,44.6667,142.8223,997.7835,2,117.21,-91.0,2
m3-10,171,855.26,44.6646,142.5781,997.6602,1,116.76,-91.0,2
m3-10,172,860.26,44.6667,144.7754,997.6641,1,117.18,-91.0,2
m3-10,173,865.27,44.65,145.0195,997.761,1,116.82,-91.0,2
m3-10,174,870.27,44.6812,139.4043,997.6667,2,117.09,-91.0,2
m3-10,175,875.28,44.7104,136.7188,997.5664,2,116.82,-91.0,2
m3-10,176,880.28,44.6667,137.207,997.5395,1,117.05,-91.0,2
m3-10,177,885.28,44.6667,142.5781,997.5896,1,116.89,-91.0,2
m3-10,178,890.29,44.6667,146.4844,997.584,1,117.04,-91.0,2
m3-10,179,895.29,44.6812,151.1231,997.6672,1,116.95,-91.0,2
m3-10,180,900.3,44.6604,147.9492,997.7485,1,117.01,-91.0,2
m3-10,181,905.3,44.7188,148.4375,997.6443,2,117.01,-91.0,2
m3-10,182,910.3,44.6979,153.8086,997.699,1,116.96,-91.0,2
m3-10,183,915.31,44.7,157.4707,997.7715,1,117.07,-91.0,2
m3-10,184,920.31,44.7083,153.3203,997.5386,2,116.93,-91.0,2
m3-10,185,925.32,44.6958,151.1231,997.7185,2,117.08,-91.0,2
m3-10,186,930.32,44.7271,152.0996,997.6074,2,116.9,-91.0,2
m3-10,187,935.32,44.7271,151.1231,997.6675,1,117.15,-91.0,2
m3-10,188,940.33,44.7479,156.7383,997.6733,1,116.82,-91.0,2
m3-10,189,945.33,44.7479,161.1328,997.6946,1,117.27,-91.0,2
m3-11,1,4.55,43.5792,54.6875,997.3086,0,119.4,-91.0,2
m3-11,2,9.56,43.575,55.1758,997.2581,1,121.52,-91.0,2
m3-11,3,14.56,43.5979,54.6875,997.8103,2,120.37,-91.0,2
m3-11,4,19.57,43.6917,54.9316,997.417,2,121.58,-91.0,2
m3-11,5,24.61,43.6521,54.6875,997.4543,1,120.29,-91.0,2
m3-11,6,29.58,43.6167,54.6875,997.3491,0,121.72,-91.0,2
m3-11,7,34.58,43.6396,54.6875,997.3184,0,120.26,-91.0,2
m3-11,8,39.58,43.6771,55.1758,997.2236,2,121.56,-91.0,2
m3-11,9,44.59,43.7062,54.9316,997.6086,2,120.32,-91.0,2
m3-11,10,49.59,43.7292,55.4199,997.3584,2,121.69,-91.0,2
m3-11,11,54.6,43.6812,55.1758,997.429,1,120.24,-91.0,2
m3-11,12,59.6,43.7354,55.4199,997.3208,1,121.65,-91.0,2
m3-11,13,64.61,43.7708,55.1758,997.2168,1,120.06,-91.0,2
m3-11,14,69.61,43.7604,55.4199,997.0877,1,121.96,-91.0,2
m3-11,15,74.61,43.7792,55.1758,997.4937,2,120.07,-91.0,2
m3-11,16,79.62,43.7812,55.4199,997.0461,2,121.89,-91.0,2
m3-11,17,84.62,43.7896,55.1758,997.3342,1,120.03,-91.0,2
m3-11,18,89.62,43.7958,55.4199,997.4519,1,121.94,-91.0,2
m3-11,19,94.63,43.8208,55.4199,997.4751,0,120.14,-91.0,2
m3-11,20,99.63,43.8104,55.6641,997.5166,1,121.88,-91.0,2
m3-11,21,104.64,43.8604,55.4199,997.3904,1,120.07,-91.0,2
m3-11,22,109.64,43.9208,55.6641,997.304,1,121.91,-91.0,2
m3-11,23,114.65,43.9104,55.1758,997.5422,2,120.15,-91.0,2
m3-11,24,119.65,43.9188,56.1523,997.7043,2,122.13,-91.0,2
m3-11,25,124.66,43.9167,55.6641,997.2361,2,119.88,-91.0,2
m3-11,26,129.66,43.9438,55.9082,997.4834,1,122.08,-91.0,2
m3-11,27,134.66,43.9229,55.6641,997.4587,1,119.87,-91.0,2
m3-11,28,139.67,43.9896,56.1523,997.4324,1,122.24,-91.0,2
m3-11,29,144.67,43.9708,55.9082,997.3906,1,119.83,-91.0,2
m3-11,30,149.68,43.9438,56.3965,997.1809,2,122.15,-91.0,2
m3-11,31,154.68,43.9729,56.1523,997.4995,1,119.82,-91.0,2
m3-11,32,159.73,43.9813,56.3965,997.666,1,122.46,-91.0,2
m3-11,33,164.69,44.0667,56.3965,997.1345,1,119.54,-91.0,2
m3-11,34,169.69,44.0396,56.6406,997.2676,1,122.32,-91.0,2
m3-11,35,174.7,44.0271,56.6406,997.3865,0,119.72,-91.0,2
m3-11,36,179.7,44.0,56.8848,997.3076,1,122.34,-91.0,2
m3-11,37,184.7,44.0646,56.8848,997.1655,0,119.79,-91.0,2
m3-11,38,189.71,44.0354,57.1289,997.208,1,122.44,-91.0,2
m3-11,39,194.71,44.0667,56.8848,997.4275,1,119.68,-91.0,2
m3-11,40,199.72,44.0917,57.1289,997.2695,1,122.53,-91.0,2
m3-11,41,204.72,44.1021,56.8848,997.4617,1,119.5,-91.0,2
m3-11,42,209.73,44.0812,57.373,997.1179,2,122.67,-91.0,2
m3-11,43,214.73,44.0854,57.373,997.5852,1,119.49,-91.0,2
m3-11,44,219.78,44.0958,57.6172,997.3286,1,122.57,-91.0,2
m3-11,45,224.74,44.1604,56.8848,997.2107,2,119.46,-91.0,2
m3-11,46,229.74,44.1063,57.6172,997.2532,1,122.61,-91.0,2
m3-11,47,234.75,44.1083,57.373,997.2073,1,119.58,-91.0,2
m3-11,48,239.75,44.1437,57.6172,997.5344,1,122.56,-91.0,2
m3-11,49,244.76,44.175,57.373,997.5906,1,119.37,-91.0,2
m3-11,50,249.76,44.2167,57.6172,997.3352,1,122.78,-91.0,2
m3-11,51,254.77,44.2167,57.6172,997.3921,0,119.39,-91.0,2
m3-11,52,259.77,44.1333,57.8613,997.5625,1,122.84,-91.0,2
m3-11,53,264.77,44.1854,57.6172,997.2339,1,119.28,-91.0,2
m3-11,54,269.78,44.1875,57.8613,997.3015,1,122.84,-91.0,2
m3-11,55,274.78,44.2021,57.8613,997.4751,0,119.28,-91.0,2
m3-11,56,279.78,44.2062,58.1055,997.4299,1,122.94,-91.0,2
m3-11,57,284.79,44.2563,58.1055,997.4788,0,119.32,-91.0,2
m3-11,58,289.79,44.2646,58.3496,997.6533,1,122.83,-91.0,2
m3-11,59,294.8,44.2292,58.1055,997.5584,1,119.3,-91.0,2
m3-11,60,299.81,44.2708,58.5938,997.593,1,123.02,-91.0,2
m3-11,61,304.81,44.2292,58.5938,997.6846,0,119.15,-91.0,2
m3-11,62,309.81,44.2604,58.5938,997.4529,1,122.96,-91.0,2
m3-11,63,314.82,44.2583,58.3496,997.209,1,119.08,-91.0,2
m3-11,64,319.82,44.2292,58.5938,997.2146,1,123.05,-91.0,2
m3-11,65,324.83,44.2917,58.1055,997.321,2,119.12,-91.0,2
m3-11,66,329.83,44.2792,58.3496,997.1882,1,123.07,-91.0,2
m3-11,67,334.88,44.2896,58.3496,997.5813,1,118.86,-91.0,2
m3-11,68,339.84,44.3021,58.8379,997.3923,2,123.26,-91.0,2
m3-11,69,344.84,44.3,58.3496,997.2095,2,119.06,-91.0,2
m3-11,70,349.85,44.2812,58.5938,997.3699,1,123.15,-91.0,2
m3-11,71,354.85,44.3271,58.3496,997.3926,1,118.9,-91.0,2
m3-11,72,359.85,44.3167,58.5938,997.6968,1,123.22,-91.0,2
m3-11,73,364.86,44.3813,58.1055,997.4246,2,118.91,-91.0,2
m3-11,74,369.86,44.4104,58.1055,997.6333,0,123.28,-91.0,2
m3-11,75,374.87,44.3396,57.6172,997.5002,2,118.99,-91.0,2
m3-11,76,379.87,44.3458,57.8613,997.4407,1,123.3,-91.0,2
m3-11,77,384.88,44.3604,57.6172,997.4678,1,118.84,-91.0,2
m3-11,78,389.88,44.35,57.6172,997.529,0,123.33,-91.0,2
m3-11,79,394.88,44.3813,56.8848,997.2212,2,118.88,-91.0,2
m3-11,80,399.89,44.3854,57.1289,997.0576,1,123.45,-91.0,2
m3-11,81,404.93,44.3792,56.6406,997.1084,1,119.0,-91.0,2
m3-11,82,409.9,44.4042,56.3965,997.291,1,123.23,-91.0,2
m3-11,83,414.9,44.4042,55.1758,997.2383,1,118.82,-91.0,2
m3-11,84,419.9,44.3813,55.4199,997.1965,1,123.39,-91.0,2
m3-11,85,424.91,44.3729,55.1758,997.1411,1,118.93,-91.0,2
m3-11,86,429.91,44.4271,55.1758,997.5188,1,123.35,-91.0,2
m3-11,87,434.91,44.45,55.6641,997.2346,2,118.84,-91.0,2
m3-11,88,439.92,44.4729,55.4199,997.3606,1,123.33,-91.0,2
m3-11,89,444.92,44.4792,55.9082,997.2835,1,118.86,-91.0,2
m3-11,90,449.92,44.4375,56.6406,997.6831,2,123.45,-91.0,2
m3-11,91,454.93,44.5021,56.1523,997.501,2,119.05,-91.0,2
m3-11,92,459.94,44.4813,56.6406,997.2546,2,123.25,-91.0,2
m3-11,93,464.94,44.5229,57.6172,997.1616,2,118.99,-91.0,2
m3-11,94,469.95,44.5083,57.8613,997.2891,1,123.23,-91.0,2
m3-11,95,474.95,44.4729,57.8613,997.2334,0,119.14,-91.0,2
m3-11,96,479.95,44.4771,58.1055,997.269,1,123.15,-91.0,2
m3-11,97,484.96,44.5,58.1055,997.1465,0,119.1,-91.0,2
m3-11,98,489.96,44.5021,56.6406,997.5044,2,123.13,-91.0,2
m3-11,99,494.97,44.5604,56.3965,997.2205,1,119.19,-91.0,2
m3-11,100,499.97,44.5042,56.1523,997.1787,1,123.01,-91.0,2
m3-11,101,504.97,44.5292,56.1523,997.4683,1,119.24,-91.0,2
m3-11,102,509.98,44.4979,54.6875,997.6104,2,122.99,-91.0,2
m3-11,103,514.98,44.5729,54.4434,997.2996,1,119.26,-91.0,2
m3-11,104,519.98,44.5708,55.1758,997.363,1,123.06,-91.0,2
m3-11,105,524.99,44.5708,55.6641,997.3806,1,119.34,-91.0,2
m3-11,106,529.99,44.5354,54.1992,997.5425,2,122.97,-91.0,2
m3-11,107,535.0,44.6271,52.4902,997.5373,1,119.34,-91.0,2
m3-11,108,540.01,44.5688,49.8047,997.3267,2,122.99,-91.0,2
m3-11,109,545.01,44.55,47.6074,997.2463,1,119.69,-91.0,2
m3-11,110,550.01,44.6167,46.1426,997.3582,2,122.91,-91.0,2
m3-11,111,555.02,44.6167,47.1191,997.2822,1,119.64,-91.0,2
m3-11,112,560.02,44.5646,48.0957,997.2598,1,122.84,-91.0,2
m3-11,113,565.03,44.5875,50.5371,997.6946,2,119.6,-91.0,2
m3-11,114,570.03,44.6479,52.4902,997.4937,2,122.93,-91.0,2
m3-11,115,575.04,44.6313,54.6875,997.2952,2,119.59,-91.0,2
m3-11,116,580.04,44.6417,55.4199,997.3601,1,122.81,-91.0,2
m3-11,117,585.04,44.5958,56.1523,997.449,2,119.52,-91.0,2
m3-11,118,590.09,44.6333,56.3965,997.5022,1,122.58,-91.0,2
m3-11,119,595.05,44.6292,56.8848,997.2397,2,119.79,-91.0,2
m3-11,120,600.05,44.6208,56.3965,997.4019,2,122.59,-91.0,2
m3-11,121,605.06,44.6396,56.1523,997.2957,1,119.79,-91.0,2
m3-11,122,610.06,44.6875,55.6641,997.3611,1,122.5,-91.0,2
m3-11,123,615.07,44.6854,56.1523,997.1877,2,119.77,-91.0,2
m3-11,124,620.07,44.6958,56.1523,997.2471,0,122.62,-91.0,2
m3-11,125,625.07,44.6375,56.3965,997.4307,1,119.82,-91.0,2
m3-11,126,630.08,44.6542,56.1523,997.4827,1,122.57,-91.0,2
m3-11,127,635.08,44.6896,55.6641,997.3523,2,119.73,-91.0,2
m3-11,128,640.09,44.7083,55.6641,997.4356,0,122.59,-91.0,2
m3-11,129,645.09,44.7208,57.1289,997.4543,1,120.03,-91.0,2
m3-11,130,650.1,44.6938,57.1289,997.2292,1,122.41,-91.0,2
m3-11,131,655.1,44.6792,57.373,997.4568,1,119.97,-91.0,2
m3-11,132,660.11,44.6625,57.373,997.5728,0,122.27,-91.0,2
m3-11,133,665.11,44.725,58.1055,997.2708,2,120.05,-91.0,2
m3-11,134,670.11,44.7104,58.1055,997.5234,1,122.37,-91.0,2
m3-11,135,675.12,44.7208,58.5938,997.5378,1,120.05,-91.0,2
m3-11,136,680.12,44.7125,58.5938,997.322,0,122.33,-91.0,2
m3-11,137,685.12,44.7313,58.8379,997.3054,1,119.95,-91.0,2
m3-11,138,690.13,44.75,58.5938,997.4111,1,122.18,-91.0,2
m3-11,139,695.13,44.7042,58.8379,997.5127,1,120.18,-91.0,2
m3-11,140,700.14,44.7021,58.3496,997.4023,1,122.18,-91.0,2
m3-11,141,705.14,44.7313,59.082,997.3254,1,120.17,-91.0,2
m3-11,142,710.19,44.7333,58.1055,997.3643,1,122.05,-91.0,2
m3-11,143,715.15,44.7396,56.6406,997.4126,1,120.22,-91.0,2
m3-11,144,720.15,44.7792,55.4199,997.2248,2,122.12,-91.0,2
m3-11,145,725.16,44.7229,53.2227,997.3047,2,120.36,-91.0,2
m3-11,146,730.16,44.7896,52.4902,997.5464,2,122.14,-91.0,2
m3-11,147,735.16,44.7812,52.2461,997.2339,1,120.26,-91.0,2
m3-11,148,740.17,44.7854,51.7578,997.4238,2,122.16,-91.0,2
m3-11,149,745.17,44.7583,53.7109,997.5435,2,120.29,-91.0,2
m3-11,150,750.17,44.7792,54.1992,997.5083,1,122.24,-91.0,2
m3-11,151,755.18,44.7875,52.9785,997.5093,1,120.49,-91.0,2
m3-11,152,760.18,44.8146,54.1992,997.323,2,121.95,-91.0,2
m3-11,153,765.19,44.7979,55.1758,997.4062,1,120.44,-91.0,2
m3-11,154,770.19,44.7812,53.4668,997.6274,2,121.9,-91.0,2
m3-11,155,775.24,44.8396,51.5137,997.6013,1,120.61,-91.0,2
m3-11,156,780.2,44.8104,51.2695,997.3001,1,121.97,-91.0,2
m3-11,157,785.2,44.8,53.2227,997.2551,1,120.57,-91.0,2
m3-11,158,790.21,44.8167,53.4668,997.2014,1,121.87,-91.0,2
m3-11,159,795.25,44.8458,53.2227,997.5962,2,120.73,-91.0,2
m3-11,160,800.21,44.8438,53.2227,997.3054,1,121.77,-91.0,2
m3-11,161,805.22,44.8292,54.6875,997.2493,1,120.58,-91.0,2
m3-11,162,810.23,44.7812,54.1992,997.4421,2,121.75,-91.0,2
m3-11,163,815.27,44.8104,53.7109,997.4944,1,120.8,-91.0,2
m3-11,164,820.23,44.8604,53.7109,997.2534,1,121.57,-91.0,2
m3-11,165,825.23,44.8208,53.9551,997.24,1,120.74,-91.0,2
m3-11,166,830.24,44.8271,54.4434,997.4443,2,121.74,-91.0,2
m3-11,167,835.24,44.8396,54.9316,997.1851,2,120.81,-91.0,2
m3-11,168,840.25,44.8312,54.9316,997.4102,1,121.66,-91.0,2
m3-11,169,845.29,44.8563,53.4668,997.4509,1,120.89,-91.0,2
m3-11,170,850.25,44.8333,52.002,997.3398,2,121.54,-91.0,2
m3-11,171,855.26,44.8125,52.002,997.4309,0,120.98,-91.0,2
m3-11,172,860.26,44.8542,52.4902,997.6775,2,121.64,-91.0,2
m3-11,173,865.27,44.9396,52.7344,997.4802,1,120.93,-91.0,2
m3-11,174,870.32,44.8792,50.5371,997.3916,2,121.38,-91.0,2
m3-11,175,875.28,44.8708,49.8047,997.7324,2,121.08,-91.0,2
m3-11,176,880.33,44.9104,49.8047,997.2961,1,121.53,-91.0,2
m3-11,177,885.28,44.8729,51.7578,997.279,1,121.15,-91.0,2
m3-11,178,890.29,44.9,52.7344,997.3479,1,121.47,-91.0,2
m3-11,179,895.29,44.9375,54.4434,997.2588,2,121.01,-91.0,2
m3-11,180,900.29,44.8833,53.2227,997.2297,1,121.42,-91.0,2
m3-11,181,905.3,44.8583,53.4668,997.3257,1,121.03,-91.0,2
m3-11,182,910.3,44.9167,55.1758,997.4824,2,121.4,-91.0,2
m3-11,183,915.31,44.9083,56.6406,997.408,1,121.17,-91.0,2
m3-11,184,920.31,44.9438,54.9316,997.2732,2,121.31,-91.0,2
m3-11,185,925.32,44.9542,54.4434,997.4155,2,121.1,-91.0,2
m3-11,186,930.32,44.9438,54.6875,997.2429,1,121.32,-91.0,2
m3-11,187,935.32,44.9354,54.4434,997.4624,1,121.26,-91.0,2
m3-11,188,940.37,44.9354,56.3965,997.6958,2,121.32,-91.0,2
m3-11,189,945.33,44.9813,58.1055,997.6604,1,121.61,-91.0,2
m3-12,1,4.55,43.0729,50.293,997.7146,0,120.68,-91.0,2
m3-12,2,9.56,43.125,50.5371,997.6536,1,122.56,-91.0,2
m3-12,3,14.56,43.1042,50.293,997.613,1,121.63,-91.0,2
m3-12,4,19.57,43.1208,50.5371,997.6269,1,122.65,-91.0,2
m3-12,5,24.57,43.1292,50.0488,997.6353,1,121.62,-91.0,2
m3-12,6,29.57,43.1646,50.293,997.6414,1,122.71,-91.0,2
m3-12,7,34.58,43.1562,50.0488,997.6309,1,121.72,-91.0,2
m3-12,8,39.58,43.1917,50.5371,997.6079,1,122.67,-91.0,2
m3-12,9,44.59,43.1917,50.293,997.6443,1,121.52,-91.0,2
m3-12,10,49.59,43.1875,50.7812,997.5173,2,122.84,-91.0,2
m3-12,11,54.6,43.1938,50.5371,997.5942,1,121.4,-91.0,2
m3-12,12,59.6,43.2271,50.7812,997.655,1,122.75,-91.0,2
m3-12,13,64.6,43.2292,50.293,997.5713,1,121.53,-91.0,2
m3-12,14,69.61,43.2583,50.5371,997.5344,1,122.82,-91.0,2
m3-12,15,74.61,43.2875,50.293,997.6018,1,121.44,-91.0,2
m3-12,16,79.62,43.3062,50.5371,997.6465,1,122.96,-91.0,2
m3-12,17,84.62,43.3146,50.293,997.6047,1,121.45,-91.0,2
m3-12,18,89.62,43.3146,50.5371,997.7427,1,122.97,-91.0,2
m3-12,19,94.63,43.3708,50.5371,997.6856,0,121.31,-91.0,2
m3-12,20,99.63,43.3354,50.5371,997.6018,0,123.08,-91.0,2
m3-12,21,104.64,43.3583,50.5371,997.6248,0,121.22,-91.0,2
m3-12,22,109.64,43.4021,50.293,997.7422,1,123.12,-91.0,2
m3-12,23,114.69,43.4292,50.293,997.7124,0,121.07,-91.0,2
m3-12,24,119.65,43.4167,50.7812,997.658,1,123.25,-91.0,2
m3-12,25,124.66,43.4438,50.5371,997.6042,1,121.21,-91.0,2
m3-12,26,129.7,43.4417,50.7812,997.6519,1,123.41,-91.0,2
m3-12,27,134.66,43.425,50.5371,997.5881,1,120.84,-91.0,2
m3-12,28,139.67,43.45,50.7812,997.6123,1,123.38,-91.0,2
m3-12,29,144.72,43.4896,50.7812,997.6077,0,121.01,-91.0,2
m3-12,30,149.68,43.4688,50.7812,997.5073,0,123.4,-91.0,2
m3-12,31,154.68,43.45,50.5371,997.6418,1,121.05,-91.0,2
m3-12,32,159.68,43.4917,51.0254,997.5974,1,123.39,-91.0,2
m3-12,33,164.69,43.5146,50.7812,997.5806,1,120.88,-91.0,2
m3-12,34,169.69,43.5229,51.0254,997.6128,1,123.42,-91.0,2
m3-12,35,174.7,43.525,51.0254,997.688,0,120.95,-91.0,2
m3-12,36,179.7,43.5417,51.2695,997.6306,1,123.45,-91.0,2
m3-12,37,184.7,43.5521,51.0254,997.6216,1,120.88,-91.0,2
m3-12,38,189.71,43.5708,51.2695,997.5845,1,123.53,-91.0,2
m3-12,39,194.71,43.6,51.0254,997.7095,1,120.96,-91.0,2
m3-12,40,199.72,43.5896,51.2695,997.6458,1,123.49,-91.0,2
m3-12,41,204.72,43.6063,51.0254,997.5969,1,120.82,-91.0,2
m3-12,42,209.73,43.5958,51.5137,997.6357,1,123.65,-91.0,2
m3-12,43,214.73,43.6229,51.2695,997.4778,1,120.68,-91.0,2
m3-12,44,219.77,43.5833,51.5137,997.4956,1,123.73,-91.0,2
m3-12,45,224.74,43.6021,51.0254,997.5669,1,120.59,-91.0,2
m3-12,46,229.75,43.6458,51.5137,997.585,1,123.69,-91.0,2
m3-12,47,234.75,43.6479,51.2695,997.5715,1,120.72,-91.0,2
m3-12,48,239.75,43.6479,51.5137,997.5449,1,123.77,-91.0,2
m3-12,49,244.75,43.6521,51.0254,997.616,1,120.72,-91.0,2
m3-12,50,249.8,43.6708,51.5137,997.4897,2,123.9,-91.0,2
m3-12,51,254.77,43.6583,51.2695,997.5915,1,120.37,-91.0,2
m3-12,52,259.77,43.7021,51.7578,997.4985,2,123.89,-91.0,2
m3-12,53,264.77,43.6729,51.2695,997.615,2,120.52,-91.0,2
m3-12,54,269.82,43.7229,51.5137,997.6602,1,123.92,-91.0,2
m3-12,55,274.78,43.7417,51.2695,997.6291,1,120.44,-91.0,2
m3-12,56,279.79,43.6792,51.5137,997.5208,1,123.88,-91.0,2
m3-12,57,284.83,43.7188,51.5137,997.5749,0,120.48,-91.0,2
m3-12,58,289.8,43.7521,51.7578,997.5395,1,124.09,-91.0,2
m3-12,59,294.8,43.7313,51.2695,997.5776,1,120.34,-91.0,2
m3-12,60,299.8,43.7437,51.7578,997.5513,1,124.18,-91.0,2
m3-12,61,304.81,43.7583,51.5137,997.6099,1,120.37,-91.0,2
m3-12,62,309.82,43.7687,51.7578,997.5872,1,124.03,-91.0,2
m3-12,63,314.82,43.7646,51.2695,997.5508,1,120.31,-91.0,2
m3-12,64,319.82,43.7792,51.5137,997.6626,1,124.21,-91.0,2
m3-12,65,324.82,43.8,51.0254,997.6118,1,120.16,-91.0,2
m3-12,66,329.87,43.7854,51.2695,997.5457,1,124.32,-91.0,2
m3-12,67,334.83,43.7833,51.0254,997.522,1,120.01,-91.0,2
m3-12,68,339.84,43.7792,51.5137,997.6707,2,124.35,-91.0,2
m3-12,69,344.84,43.8354,51.0254,997.6562,1,120.15,-91.0,2
m3-12,70,349.85,43.8208,51.2695,997.6775,1,124.36,-91.0,2
m3-12,71,354.85,43.8458,51.0254,997.5991,1,120.23,-91.0,2
m3-12,72,359.86,43.8396,51.0254,997.6372,0,124.28,-91.0,2
m3-12,73,364.86,43.8646,50.5371,997.6362,1,120.05,-91.0,2
m3-12,74,369.86,43.8542,50.7812,997.5901,1,124.44,-91.0,2
m3-12,75,374.87,43.8479,50.0488,997.5908,1,119.06,-91.0,2
m3-12,76,379.87,43.8312,50.293,997.5366,1,123.58,-91.0,2
m3-12,77,384.87,43.85,50.0488,997.5769,1,119.1,-91.0,2
m3-12,78,389.88,43.8896,50.0488,997.6494,0,123.65,-91.0,2
m3-12,79,394.88,43.9062,49.3164,997.5942,1,119.05,-91.0,2
m3-12,80,399.89,43.9,49.5605,997.4829,1,123.73,-91.0,2
m3-12,81,404.89,43.8667,49.0723,997.5915,2,119.11,-91.0,2
m3-12,82,409.9,43.8937,48.584,997.5596,1,123.62,-91.0,2
m3-12,83,414.9,43.9104,47.6074,997.5942,1,118.92,-91.0,2
m3-12,84,419.91,43.9062,47.8516,997.6233,1,123.71,-91.0,2
m3-12,85,424.91,43.9458,47.3633,997.5808,1,118.86,-91.0,2
m3-12,86,429.91,43.9167,47.8516,997.5874,1,123.83,-91.0,2
m3-12,87,434.91,43.9604,47.8516,997.6531,0,118.97,-91.0,2
m3-12,88,439.92,43.9479,48.0957,997.624,1,123.81,-91.0,2
m3-12,89,444.92,43.9604,48.0957,997.5615,0,119.0,-91.0,2
m3-12,90,449.93,43.9229,48.584,997.564,1,123.67,-91.0,2
m3-12,91,454.93,43.9417,48.3398,997.5945,1,118.98,-91.0,2
m3-12,92,459.98,43.9417,48.584,997.5413,1,123.54,-91.0,2
m3-12,93,464.94,43.9583,49.5605,997.6011,1,119.14,-91.0,2
m3-12,94,469.94,43.9875,49.5605,997.6384,0,123.62,-91.0,2
m3-12,95,474.95,43.9958,49.3164,997.5752,1,119.11,-91.0,2
m3-12,96,479.95,43.9979,49.8047,997.6191,1,123.71,-91.0,2
m3-12,97,484.96,43.9979,49.3164,997.5806,1,119.14,-91.0,2
m3-12,98,489.96,43.9854,48.584,997.5208,1,123.53,-91.0,2
m3-12,99,494.97,44.0438,48.0957,997.5344,1,119.29,-91.0,2
m3-12,100,499.97,44.0,47.8516,997.5903,1,123.4,-91.0,2
m3-12,101,504.97,44.0104,47.6074,997.5862,1,119.14,-91.0,2
m3-12,102,509.98,44.0042,46.3867,997.5588,1,123.5,-91.0,2
m3-12,103,515.02,43.9979,46.1426,997.584,1,119.51,-91.0,2
m3-12,104,519.98,44.0271,46.875,997.5942,1,123.16,-91.0,2
m3-12,105,524.99,44.0354,47.3633,997.5798,1,119.34,-91.0,2
m3-12,106,529.99,44.0229,46.1426,997.5723,1,123.44,-91.0,2
m3-12,107,535.0,44.0417,44.6777,997.5178,1,119.38,-91.0,2
m3-12,108,540.0,44.0292,42.2363,997.5625,1,123.28,-91.0,2
m3-12,109,545.01,44.0542,40.5273,997.489,1,119.5,-91.0,2
m3-12,110,550.01,44.0375,39.0625,997.5019,1,123.2,-91.0,2
m3-12,111,555.02,44.025,39.7949,997.5752,1,119.54,-91.0,2
m3-12,112,560.02,44.0667,40.5273,997.6362,1,123.15,-91.0,2
m3-12,113,565.07,44.0771,42.7246,997.5012,2,119.71,-91.0,2
m3-12,114,570.03,44.0979,44.4336,997.5625,1,122.94,-91.0,2
m3-12,115,575.03,44.0729,46.3867,997.5198,1,119.62,-91.0,2
m3-12,116,580.04,44.0708,47.1191,997.5828,1,122.97,-91.0,2
m3-12,117,585.04,44.0708,47.8516,997.6355,1,119.78,-91.0,2
m3-12,118,590.04,44.1083,47.6074,997.5598,1,123.1,-91.0,2
m3-12,119,595.09,44.0729,47.8516,997.5486,1,119.71,-91.0,2
m3-12,120,600.05,44.0854,47.6074,997.5312,1,123.0,-91.0,2
m3-12,121,605.06,44.125,47.6074,997.5566,0,119.76,-91.0,2
m3-12,122,610.06,44.0917,46.875,997.4651,2,122.94,-91.0,2
m3-12,123,615.06,44.0958,47.3633,997.4856,1,119.72,-91.0,2
m3-12,124,620.07,44.0896,47.1191,997.5872,1,122.94,-91.0,2
m3-12,125,625.07,44.1083,47.3633,997.4475,1,119.84,-91.0,2
m3-12,126,630.08,44.1208,47.1191,997.5623,1,122.74,-91.0,2
m3-12,127,635.08,44.1187,46.875,997.6255,1,120.04,-91.0,2
m3-12,128,640.09,44.1437,46.6309,997.5664,1,122.92,-91.0,2
m3-12,129,645.09,44.1333,47.8516,997.4163,2,119.91,-91.0,2
m3-12,130,650.1,44.0958,47.8516,997.5928,0,122.84,-91.0,2
m3-12,131,655.1,44.1292,48.0957,997.4993,1,119.99,-91.0,2
m3-12,132,660.1,44.1313,47.8516,997.5242,1,122.65,-91.0,2
m3-12,133,665.11,44.1667,48.8281,997.5134,1,120.01,-91.0,2
m3-12,134,670.11,44.1625,48.3398,997.584,1,122.69,-91.0,2
m3-12,135,675.12,44.1729,48.8281,997.4233,2,120.13,-91.0,2
m3-12,136,680.12,44.1542,48.8281,997.6772,1,122.56,-91.0,2
m3-12,137,685.12,44.2083,49.0723,997.6995,1,120.21,-91.0,2
m3-12,138,690.13,44.2125,48.8281,997.5576,1,122.64,-91.0,2
m3-12,139,695.13,44.175,48.8281,997.4883,0,120.17,-91.0,2
m3-12,140,700.14,44.1625,48.584,997.5933,1,122.61,-91.0,2
m3-12,141,705.14,44.1979,49.0723,997.6287,1,120.23,-91.0,2
m3-12,142,710.14,44.2062,48.0957,997.5933,1,122.44,-91.0,2
m3-12,143,715.15,44.1938,47.1191,997.5569,1,120.21,-91.0,2
m3-12,144,720.15,44.2167,45.8984,997.605,1,122.47,-91.0,2
m3-12,145,725.16,44.2292,43.7012,997.5181,1,120.34,-91.0,2
m3-12,146,730.16,44.1792,43.2129,997.4846,1,122.31,-91.0,2
m3-12,147,735.16,44.1875,43.2129,997.5491,0,120.45,-91.0,2
m3-12,148,740.17,44.2229,42.4805,997.5681,1,122.36,-91.0,2
m3-12,149,745.17,44.2208,44.1895,997.6824,2,120.4,-91.0,2
m3-12,150,750.17,44.2521,44.4336,997.488,1,122.36,-91.0,2
m3-12,151,755.18,44.2208,43.2129,997.562,1,120.44,-91.0,2
